de-en newstest2019 344 uedin.6749 online-X.0
de-en newstest2019 344 uedin.6749 online-Y.0
de-en newstest2019 344 uedin.6749 online-G.0
de-en newstest2019 344 JHU.6809 online-X.0
de-en newstest2019 344 online-A.0 online-X.0
de-en newstest2019 344 dfki-nmt.6478 online-X.0
de-en newstest2019 344 PROMT_NMT_DE-EN.6683 online-X.0
de-en newstest2019 344 RWTH_Aachen_System.6818 online-X.0
de-en newstest2019 344 MSRA.MADL.6910 online-X.0
de-en newstest2019 344 UCAM.6461 online-X.0
de-en newstest2019 344 Facebook_FAIR.6750 online-X.0
de-en newstest2019 344 online-G.0 online-X.0
de-en newstest2019 344 TartuNLP-c.6502 online-X.0
de-en newstest2019 344 MLLP-UPV.6899 online-X.0
de-en newstest2019 344 online-B.0 online-X.0
de-en newstest2019 344 NEU.6801 online-X.0
de-en newstest2019 344 online-Y.0 online-X.0
de-en newstest2019 344 JHU.6809 online-Y.0
de-en newstest2019 344 online-A.0 online-Y.0
de-en newstest2019 344 MSRA.MADL.6910 online-Y.0
de-en newstest2019 344 UCAM.6461 online-Y.0
de-en newstest2019 344 Facebook_FAIR.6750 online-Y.0
de-en newstest2019 344 online-Y.0 online-G.0
de-en newstest2019 344 TartuNLP-c.6502 online-Y.0
de-en newstest2019 344 NEU.6801 online-Y.0
de-en newstest2019 344 JHU.6809 online-G.0
de-en newstest2019 344 online-A.0 online-G.0
de-en newstest2019 344 dfki-nmt.6478 online-G.0
de-en newstest2019 344 PROMT_NMT_DE-EN.6683 online-G.0
de-en newstest2019 344 RWTH_Aachen_System.6818 online-G.0
de-en newstest2019 344 MSRA.MADL.6910 online-G.0
de-en newstest2019 344 UCAM.6461 online-G.0
de-en newstest2019 344 Facebook_FAIR.6750 online-G.0
de-en newstest2019 344 TartuNLP-c.6502 online-G.0
de-en newstest2019 344 MLLP-UPV.6899 online-G.0
de-en newstest2019 344 online-B.0 online-G.0
de-en newstest2019 344 NEU.6801 online-G.0
de-en newstest2019 345 uedin.6749 online-X.0
de-en newstest2019 345 uedin.6749 UCAM.6461
de-en newstest2019 345 uedin.6749 NEU.6801
de-en newstest2019 345 JHU.6809 online-X.0
de-en newstest2019 345 online-A.0 online-X.0
de-en newstest2019 345 dfki-nmt.6478 online-X.0
de-en newstest2019 345 PROMT_NMT_DE-EN.6683 online-X.0
de-en newstest2019 345 RWTH_Aachen_System.6818 online-X.0
de-en newstest2019 345 MSRA.MADL.6910 online-X.0
de-en newstest2019 345 Facebook_FAIR.6750 online-X.0
de-en newstest2019 345 online-G.0 online-X.0
de-en newstest2019 345 TartuNLP-c.6502 online-X.0
de-en newstest2019 345 MLLP-UPV.6899 online-X.0
de-en newstest2019 345 online-B.0 online-X.0
de-en newstest2019 345 NEU.6801 online-X.0
de-en newstest2019 345 JHU.6809 online-A.0
de-en newstest2019 345 online-A.0 UCAM.6461
de-en newstest2019 345 Facebook_FAIR.6750 online-A.0
de-en newstest2019 345 TartuNLP-c.6502 online-A.0
de-en newstest2019 345 dfki-nmt.6478 UCAM.6461
de-en newstest2019 345 dfki-nmt.6478 NEU.6801
de-en newstest2019 345 RWTH_Aachen_System.6818 NEU.6801
de-en newstest2019 345 JHU.6809 UCAM.6461
de-en newstest2019 345 PROMT_NMT_DE-EN.6683 UCAM.6461
de-en newstest2019 345 RWTH_Aachen_System.6818 UCAM.6461
de-en newstest2019 345 MSRA.MADL.6910 UCAM.6461
de-en newstest2019 345 Facebook_FAIR.6750 UCAM.6461
de-en newstest2019 345 TartuNLP-c.6502 UCAM.6461
de-en newstest2019 345 MLLP-UPV.6899 UCAM.6461
de-en newstest2019 345 NEU.6801 UCAM.6461
de-en newstest2019 345 online-Y.0 online-X.0
de-en newstest2019 345 online-Y.0 UCAM.6461
de-en newstest2019 345 online-G.0 UCAM.6461
de-en newstest2019 345 TartuNLP-c.6502 NEU.6801
de-en newstest2019 345 online-B.0 UCAM.6461
de-en newstest2019 345 JHU.6809 NEU.6801
de-en newstest2019 345 Facebook_FAIR.6750 NEU.6801
de-en newstest2019 346 uedin.6749 MSRA.MADL.6910
de-en newstest2019 346 online-X.0 MSRA.MADL.6910
de-en newstest2019 346 JHU.6809 MSRA.MADL.6910
de-en newstest2019 346 online-Y.0 MSRA.MADL.6910
de-en newstest2019 346 NEU.6801 MSRA.MADL.6910
de-en newstest2019 347 uedin.6749 MSRA.MADL.6910
de-en newstest2019 347 uedin.6749 UCAM.6461
de-en newstest2019 347 uedin.6749 NEU.6801
de-en newstest2019 347 online-X.0 RWTH_Aachen_System.6818
de-en newstest2019 347 online-X.0 MSRA.MADL.6910
de-en newstest2019 347 online-X.0 UCAM.6461
de-en newstest2019 347 online-X.0 NEU.6801
de-en newstest2019 347 online-A.0 MSRA.MADL.6910
de-en newstest2019 347 online-A.0 NEU.6801
de-en newstest2019 347 dfki-nmt.6478 MSRA.MADL.6910
de-en newstest2019 347 dfki-nmt.6478 UCAM.6461
de-en newstest2019 347 dfki-nmt.6478 NEU.6801
de-en newstest2019 347 PROMT_NMT_DE-EN.6683 MSRA.MADL.6910
de-en newstest2019 347 PROMT_NMT_DE-EN.6683 NEU.6801
de-en newstest2019 347 RWTH_Aachen_System.6818 MSRA.MADL.6910
de-en newstest2019 347 Facebook_FAIR.6750 RWTH_Aachen_System.6818
de-en newstest2019 347 RWTH_Aachen_System.6818 NEU.6801
de-en newstest2019 347 JHU.6809 MSRA.MADL.6910
de-en newstest2019 347 Facebook_FAIR.6750 MSRA.MADL.6910
de-en newstest2019 347 MLLP-UPV.6899 MSRA.MADL.6910
de-en newstest2019 347 JHU.6809 UCAM.6461
de-en newstest2019 347 UCAM.6461 MSRA.MADL.6910
de-en newstest2019 347 Facebook_FAIR.6750 UCAM.6461
de-en newstest2019 347 TartuNLP-c.6502 UCAM.6461
de-en newstest2019 347 UCAM.6461 NEU.6801
de-en newstest2019 347 online-Y.0 RWTH_Aachen_System.6818
de-en newstest2019 347 online-Y.0 MSRA.MADL.6910
de-en newstest2019 347 online-Y.0 UCAM.6461
de-en newstest2019 347 online-Y.0 NEU.6801
de-en newstest2019 347 online-G.0 MSRA.MADL.6910
de-en newstest2019 347 online-G.0 NEU.6801
de-en newstest2019 347 TartuNLP-c.6502 RWTH_Aachen_System.6818
de-en newstest2019 347 TartuNLP-c.6502 MSRA.MADL.6910
de-en newstest2019 347 TartuNLP-c.6502 NEU.6801
de-en newstest2019 347 online-B.0 MSRA.MADL.6910
de-en newstest2019 347 online-B.0 NEU.6801
de-en newstest2019 347 JHU.6809 NEU.6801
de-en newstest2019 347 Facebook_FAIR.6750 NEU.6801
de-en newstest2019 347 MLLP-UPV.6899 NEU.6801
de-en newstest2019 340 uedin.6749 online-X.0
de-en newstest2019 340 uedin.6749 JHU.6809
de-en newstest2019 340 uedin.6749 MSRA.MADL.6910
de-en newstest2019 340 online-A.0 online-X.0
de-en newstest2019 340 dfki-nmt.6478 online-X.0
de-en newstest2019 340 PROMT_NMT_DE-EN.6683 online-X.0
de-en newstest2019 340 RWTH_Aachen_System.6818 online-X.0
de-en newstest2019 340 UCAM.6461 online-X.0
de-en newstest2019 340 Facebook_FAIR.6750 online-X.0
de-en newstest2019 340 online-G.0 online-X.0
de-en newstest2019 340 TartuNLP-c.6502 online-X.0
de-en newstest2019 340 MLLP-UPV.6899 online-X.0
de-en newstest2019 340 online-B.0 online-X.0
de-en newstest2019 340 NEU.6801 online-X.0
de-en newstest2019 340 Facebook_FAIR.6750 JHU.6809
de-en newstest2019 340 online-A.0 JHU.6809
de-en newstest2019 340 online-A.0 MSRA.MADL.6910
de-en newstest2019 340 online-A.0 MLLP-UPV.6899
de-en newstest2019 340 dfki-nmt.6478 JHU.6809
de-en newstest2019 340 dfki-nmt.6478 MSRA.MADL.6910
de-en newstest2019 340 dfki-nmt.6478 MLLP-UPV.6899
de-en newstest2019 340 PROMT_NMT_DE-EN.6683 JHU.6809
de-en newstest2019 340 PROMT_NMT_DE-EN.6683 MSRA.MADL.6910
de-en newstest2019 340 PROMT_NMT_DE-EN.6683 MLLP-UPV.6899
de-en newstest2019 340 RWTH_Aachen_System.6818 JHU.6809
de-en newstest2019 340 RWTH_Aachen_System.6818 MSRA.MADL.6910
de-en newstest2019 340 RWTH_Aachen_System.6818 MLLP-UPV.6899
de-en newstest2019 340 Facebook_FAIR.6750 MSRA.MADL.6910
de-en newstest2019 340 MLLP-UPV.6899 MSRA.MADL.6910
de-en newstest2019 340 UCAM.6461 JHU.6809
de-en newstest2019 340 UCAM.6461 MSRA.MADL.6910
de-en newstest2019 340 UCAM.6461 MLLP-UPV.6899
de-en newstest2019 340 online-Y.0 online-X.0
de-en newstest2019 340 online-Y.0 JHU.6809
de-en newstest2019 340 online-Y.0 MSRA.MADL.6910
de-en newstest2019 340 online-Y.0 MLLP-UPV.6899
de-en newstest2019 340 online-G.0 JHU.6809
de-en newstest2019 340 online-G.0 MSRA.MADL.6910
de-en newstest2019 340 online-G.0 MLLP-UPV.6899
de-en newstest2019 340 TartuNLP-c.6502 JHU.6809
de-en newstest2019 340 TartuNLP-c.6502 MSRA.MADL.6910
de-en newstest2019 340 TartuNLP-c.6502 MLLP-UPV.6899
de-en newstest2019 340 MLLP-UPV.6899 JHU.6809
de-en newstest2019 340 Facebook_FAIR.6750 MLLP-UPV.6899
de-en newstest2019 340 online-B.0 JHU.6809
de-en newstest2019 340 online-B.0 MSRA.MADL.6910
de-en newstest2019 340 online-B.0 MLLP-UPV.6899
de-en newstest2019 340 NEU.6801 JHU.6809
de-en newstest2019 340 NEU.6801 MSRA.MADL.6910
de-en newstest2019 341 uedin.6749 online-X.0
de-en newstest2019 341 JHU.6809 uedin.6749
de-en newstest2019 341 online-A.0 uedin.6749
de-en newstest2019 341 uedin.6749 dfki-nmt.6478
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 uedin.6749
de-en newstest2019 341 RWTH_Aachen_System.6818 uedin.6749
de-en newstest2019 341 Facebook_FAIR.6750 uedin.6749
de-en newstest2019 341 TartuNLP-c.6502 uedin.6749
de-en newstest2019 341 uedin.6749 MLLP-UPV.6899
de-en newstest2019 341 NEU.6801 uedin.6749
de-en newstest2019 341 JHU.6809 online-X.0
de-en newstest2019 341 online-A.0 online-X.0
de-en newstest2019 341 dfki-nmt.6478 online-X.0
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 online-X.0
de-en newstest2019 341 RWTH_Aachen_System.6818 online-X.0
de-en newstest2019 341 MSRA.MADL.6910 online-X.0
de-en newstest2019 341 UCAM.6461 online-X.0
de-en newstest2019 341 Facebook_FAIR.6750 online-X.0
de-en newstest2019 341 online-G.0 online-X.0
de-en newstest2019 341 TartuNLP-c.6502 online-X.0
de-en newstest2019 341 online-B.0 online-X.0
de-en newstest2019 341 NEU.6801 online-X.0
de-en newstest2019 341 online-A.0 dfki-nmt.6478
de-en newstest2019 341 online-A.0 MSRA.MADL.6910
de-en newstest2019 341 online-A.0 MLLP-UPV.6899
de-en newstest2019 341 JHU.6809 dfki-nmt.6478
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 dfki-nmt.6478
de-en newstest2019 341 RWTH_Aachen_System.6818 dfki-nmt.6478
de-en newstest2019 341 MSRA.MADL.6910 dfki-nmt.6478
de-en newstest2019 341 UCAM.6461 dfki-nmt.6478
de-en newstest2019 341 Facebook_FAIR.6750 dfki-nmt.6478
de-en newstest2019 341 TartuNLP-c.6502 dfki-nmt.6478
de-en newstest2019 341 NEU.6801 dfki-nmt.6478
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 MLLP-UPV.6899
de-en newstest2019 341 RWTH_Aachen_System.6818 MLLP-UPV.6899
de-en newstest2019 341 JHU.6809 MSRA.MADL.6910
de-en newstest2019 341 Facebook_FAIR.6750 MSRA.MADL.6910
de-en newstest2019 341 MSRA.MADL.6910 MLLP-UPV.6899
de-en newstest2019 341 UCAM.6461 MLLP-UPV.6899
de-en newstest2019 341 online-Y.0 online-X.0
de-en newstest2019 341 JHU.6809 online-Y.0
de-en newstest2019 341 online-A.0 online-Y.0
de-en newstest2019 341 online-Y.0 dfki-nmt.6478
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 online-Y.0
de-en newstest2019 341 RWTH_Aachen_System.6818 online-Y.0
de-en newstest2019 341 UCAM.6461 online-Y.0
de-en newstest2019 341 Facebook_FAIR.6750 online-Y.0
de-en newstest2019 341 TartuNLP-c.6502 online-Y.0
de-en newstest2019 341 online-Y.0 MLLP-UPV.6899
de-en newstest2019 341 NEU.6801 online-Y.0
de-en newstest2019 341 JHU.6809 online-G.0
de-en newstest2019 341 online-A.0 online-G.0
de-en newstest2019 341 PROMT_NMT_DE-EN.6683 online-G.0
de-en newstest2019 341 RWTH_Aachen_System.6818 online-G.0
de-en newstest2019 341 MSRA.MADL.6910 online-G.0
de-en newstest2019 341 UCAM.6461 online-G.0
de-en newstest2019 341 Facebook_FAIR.6750 online-G.0
de-en newstest2019 341 TartuNLP-c.6502 online-G.0
de-en newstest2019 341 online-B.0 online-G.0
de-en newstest2019 341 NEU.6801 online-G.0
de-en newstest2019 341 TartuNLP-c.6502 MSRA.MADL.6910
